11 06 000 000;NEW;Split Consignment;;N;;;;;;;;;;;;;;;;A;A;A;A;;;;A;A;;;;;;A;A;A;A;A;;;A;A;A;;;A;;;;;;;;;;;;;;;;1x;;;;;;
11 06 001 000;NEW;Split consignment indicator;n1;Y;;;;;;;;;;;;;;;;A;A;A;A;;;;A;A;;;;;;A;A;A;A;A;;;A;A;A;;;A;;;;;;;;;;;;;;;;1x;;;;;;
11 06 002 000;NEW;Previous MRN;an18;N;;;;;;;;;;;;;;;;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;1x;;;;;;
11 07 000 000;NEW;Security;;;;;;A;A;;;A;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1x;;;;;;
11 07 001 000;NEW;Security;n1;Y;;;;A;A;;;A;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11 08 000 000;NEW;Reduced dataset indicator;;;;;;;;;;;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1x;;;;;;
11 08 001 000;NEW;Reduced dataset indicator;n1;Y;;;;;;;;;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11 09 000 000;1/10;Procedure;;N;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;;;;;;;1x
11 09 001 000;1/10;Requested procedure;an2;Y;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;;;;;;;1x
11 09 002 000;1/10;Previous procedure;an2;Y;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;;;;;;;1x
11 10 000 000;1/11;Additional procedure;an3;;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;;;;;;;99x
11 10 001 000;1/11;Additional procedure;an3;;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;;;;;;;
12 01 000 000;2/1;Previous document;;N;A;A;A;A;A;A;B;A;A;A;A;A;;C;C;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;A;A;A;A;A;9999x;9999x;99x;99x;99x;99x;99x
12 01 001 000;;Reference number;an..70;N;A;A;A;A;A;A;B;A;A;A;A;A;;A;A;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;A;A;A;A;A;1x;1x;1x;1x;1x;1x;1x
12 01 002 000;;Type;an4;N;A;A;A;A;A;A;B;A;A;A;A;A;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;A;A;A;A;A;1x;1x;1x;1x;1x;1x;1x
12 01 003 000;;Type of packages;an..2;N;;;A;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;;;1x;;1x;;1x
12 01 004 000;;Number of packages;n..8;;;;A;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;;;1x;;1x;;1x
12 01 005 000;;Measurement Unit and qualifier;an..4;;;;A;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;;;1x;;1x;;1x
12 01 006 000;;Quantity;n..16,6;N;;;A;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;;;1x;;1x;;1x
12 01 079 000;;Complement of information;an..35;N;;;;;;;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1x;;1x;1x;;
12 01 007 000;;Goods item identifier;n..5;N;;;A;A;A;A;A;A;A;A;A;A;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;;A;A;;1x;1x;1x;1x;;1x
12 02 000 000;2/2;Additional information;;N;A;A;A;A;A;A;B;A;;C;C;C;;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;A;A;;A;A;;;C;C;A;A;A;A;A;A;C;A;;;99x;99x;99x;99x;99x;99x
12 02 008 000;;Code;an5;Y;A;A;A;A;A;A;B;A;;A;A;A;;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;A;A;;A;A;;;A;A;A;A;A;A;A;A;A;A;;;1x;1x;1x;1x;1x;1x
12 02 009 000;;Text;an..512;N;A;A;A;A;A;A;B;A;;A;A;A;;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;A;A;;A;A;;;A;A;A;A;A;A;A;A;A;A;;;1x;1x;1x;1x;1x;1x
12 03 000 000;2/3;Supporting document;;N;A;;A;A;A;A;A;A;;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;A;A;A;A;A;A;A;A;;;99x;99x;99x;99x;99x;99x
12 03 001 000;;Reference number;an..70;N;A;;A;A;A;A;A;A;;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;A;A;A;A;A;A;A;A;;;1x;1x;1x;1x;1x;1x
12 03 002 000;;Type;an4;N;A;;A;A;A;A;A;A;;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;A;A;A;A;A;A;A;A;;;1x;1x;1x;1x;1x;1x
12 03 010 000;;Issuing Authority name;an..70;N;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;A;;;;;;;1x;1x
12 03 005 000;;Measurement Unit and qualifier;an..4;N;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;;;;;;;;1x
12 03 006 000;;Quantity;n..16,6;N;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;;;;;;;;1x
12 03 011 000;;Date of validity;an..19;N;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;;;;;;;1x;1x
12 03 012 000;;Currency;a3;N;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;;;;;;;;1x
12 03 013 000;;Document Line Item Number;n..5;N;;;;A;A;A;A;A;;C;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;;;1x;;;1x;1x;1x
12 03 014 000;;Amount;n..16,2;N;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;;;;;;;;1x
12 03 079 000;;Complement of information;an..35;N;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1x;;;1x;;
12 04 000 000;NEW;Additional reference;;N;;;;A;A;;;A;;A;A;A;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;A;A;;;99x;99x;99x;99x;99x;99x
12 04 001 000;;Reference number;an..70;N;;;;A;A;;;A;;C;C;C;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;;;;;;;
12 04 002 000;;Type;an4;N;;;;A;A;;;A;;A;A;A;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;A;A;;;1x;1x;1x;1x;1x;1x
12 05 000 000;NEW;Transport document;;N;A;A;A;C;C;;C;C;;A;A;A;;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9999x;99x;;99x;;99x;99x
12 05 001 000;;Reference number;an..70;N;A;A;A;A;A;;A;A;;A;A;A;;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;1x;1x;;1x;;1x;1x
12 05 002 000;;Type;an4;N;A;A;A;A;A;;A;A;;A;A;A;;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;1x;1x;;1x;;1x;1x
12 06 000 000;NEW;TIR Carnet number;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1x;;;;;;
12 06 001 000;;TIR Carnet number;an..12;N;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12 07 000 000;NEW;Referral request reference;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;1x;;;;;;
12 07 001 000;;Referral request reference;an..17;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;
12 08 000 000;2/4;Reference number/UCR;;;C;;;C;C;C;C;C;;C;C;C;;;C;C;C;C;C;C;C;C;C;C;C;;;;C;C;C;C;C;C;C;C;C;C;C;;;C;C;C;;;C;C;C;C;C;C;C;C;C;C;;;1x;1x;1x;1x;1x;1x
12 08 001 000;1/1;Reference number/UCR;an..35;N;C;;;C;C;C;C;C;;C;C;C;;;C;C;C;C;C;C;C;C;C;C;C;;;;C;C;C;C;C;C;C;C;C;C;C;;;C;C;C;;;C;C;C;C;C;C;C;C;C;C;;;;;;;;
12 09 000 000;2/5;LRN;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;1x;;;;;;
12 09 001 000;;LRN;an..22;N;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;;;
12 10 000 000;2/6;Deferred payment;;;;;;B;B;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;B;B;;B;B;;;9x;;;;;;
12 10 001 000;;Deferred payment;an..35;N;;;;B;B;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;B;B;;B;B;;;;;;;;;
12 11 000 000;2/7;Warehouse;;N;;;;B;B;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;B;A;B;B;B;;;;;;1x;;;;1x;
12 11 002 000;;Type;a1;Y;;;;B;B;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;B;A;A;A;A;;;;;;1x;;;;1x;
12 11 015 000;;Identifier;an..35;N;;;;B;B;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;B;A;A;A;A;;;;;;1x;;;;1x;
12 12 000 000;NEW;Authorisation;;N;;;;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;99x;;;;;;99x
12 12 002 000;;Type;an..4;N;;;;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;1x;;;;;;1x
12 12 001 000;;Reference number;an..35;N;;;;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;1x;;;;;;1x
12 12 080 000;;Holder of the authorisation;an..17;N;;;;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;1x;;;;;;1x
13 01 000 000;3/1;Exporter;;N;;;;A;A;C;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;A;A;A;A;A;A;;1x;;;;;1x;1x
13 01 016 000;;Name;an..70;N;;;;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;A;A;A;A;A;A;;1x;;;;;1x;1x
13 01 017 000;3/2;Identification number;an..17;N;;;;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;A;A;A;A;;A;;1x;;;;;1x;1x
13 01 018 000;;Address;;N;;;;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;A;A;A;A;A;A;;1x;;;;;1x;1x
13 01 018 019;;Street and number;an..70;N;;;;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;A;A;A;A;A;A;;;;;;;;
13 01 018 020;;Country;a2;N;;;;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;A;A;A;A;A;A;;;;;;;;
13 01 018 021;;Postcode;an..17;N;;;;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;A;A;A;A;A;A;;;;;;;;
13 01 018 022;;City;an..35;N;;;;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;A;A;A;A;A;A;;;;;;;;
13 02 000 000;3/7;Consignor;;N;A;A;;C;;;;C;;C;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;1x;1x;1x;;1x;1x
13 02 016 000;;Name;an..70;N;A;A;;A;;;;A;;A;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;1x;1x;1x;;1x;1x
13 02 017 000;3/8;Identification number;an..17;N;A;A;;A;;;;A;;A;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;1x;1x;1x;;1x;1x
13 02 028 000;;Type of person;n1;Y;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;1x;1x;1x;;1x;1x
13 02 018 000;;Address;;N;A;A;;A;;;;A;;A;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;1x;1x;1x;;1x;1x
13 02 018 019;;Street and number;an..70;N;A;A;;A;;;;A;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13 02 018 023;;Street;an..70;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 018 024;;Street additional line;an..70;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 018 025;;Number;an..35;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 018 026;;P.O. box;an..70;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 018 027;;Sub-division;an..35;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 018 020;;Country;a2;N;A;A;;A;;;;A;;A;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 018 021;;Postcode;an..17;N;A;A;;A;;;;A;;A;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 018 022;;City;an..35;N;A;A;;A;;;;A;;A;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 029 000;;Communication;;N;;;;;;;;;;;;;;;;C;C;C;C;C;C;;C;C;C;C;C;;C;C;C;C;C;C;C;C;C;C;C;C;;C;C;C;;;C;C;;;;;;;;;;;9x;;9x;;;
13 02 029 015;;Identifier;an..512;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 029 002;;Type;an..3;Y;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 02 074 000;;Contact person;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9x;;9x;9x;;
13 02 074 016;;Name;an..70;N;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13 02 074 075;;Phone number;an..35;N;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13 02 074 076;;E-mail address;an..256;N;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13 03 000 000;3/9;Consignee;;N;A;A;;C;B;B;B;C;;A;A;A;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;1x;1x;1x;1x;1x;1x;1x
13 03 016 000;;Name;an..70;N;A;A;;A;B;B;B;A;;A;A;A;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;1x;1x;1x;1x;1x;1x;1x
13 03 017 000;3/10;Identification number;an..17;N;A;A;;A;B;B;B;A;;A;A;A;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;1x;1x;1x;1x;1x;1x;1x
13 03 028 000;;Type of person;n1;Y;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;1x;;1x;;;
13 03 018 000;;Address;;N;A;A;;A;B;B;B;A;;A;A;A;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;1x;1x;1x;1x;1x;1x;1x
13 03 018 019;;Street and number;an..70;N;A;A;;A;B;B;B;A;;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13 03 018 023;;Street;an..70;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 03 018 024;;Street additional line;an..70;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 03 018 025;;Number;an..35;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 03 018 026;;P.O. box;an..70;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 03 018 027;;Sub-division;an..35;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 03 018 020;;Country;a2;N;A;A;;A;B;B;B;A;;A;A;A;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 03 018 021;;Postcode;an..17;N;A;A;;A;B;B;B;A;;A;A;A;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 03 018 022;;City;an..35;N;A;A;;A;B;B;B;A;;A;A;A;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 03 029 000;;Communication;;N;;;;;;;;;;;;;;;;C;C;C;C;C;C;;C;C;C;C;C;;C;C;C;C;C;C;C;C;C;C;C;C;;C;C;C;;;C;C;;;;;;;;;;;9x;;9x;;;
13 03 029 015;;Identifier;an..512;N;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 03 029 002;;Type;an..3;Y;;;;;;;;;;;;;;;;A;A;A;A;A;A;;A;A;A;A;A;;A;A;A;A;A;A;A;A;A;A;A;A;;A;A;A;;;A;A;;;;;;;;;;;;;;;;
13 04 000 000;3/15;Importer;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;1x;;;;;;
13 04 016 000;;Name;an..70;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;1x;;;;;;
13 04 017 000;3/16;Identification number;an..17;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;1x;;;;;;
13 04 018 000;;Address;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;1x;;;;;;
13 04 018 019;;Street and number;an..70;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;;;;;;;
13 04 018 020;;Country;a2;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;;;;;;;
13 04 018 021;;Postcode;an..17;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;;;;;;;
13 04 018 022;;City;an..35;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;;;;;;;;
